No,name,device_id,push_type,categories,dnd_time
69,전건서,a6b0ee30ce01e066479d0f39f996f3afabcc2b2720e3e65781398fd11c1ae17e,APNs,"정치,북한,경제,산업",03:00-05:30
70,강가범,00807011659a024579610284632382930e3ca426be8136c6d14e9afb5424b368,APNs,"정치,북한,경제,산업,사회",01:00-20:30
71,오현준,CaoA1MfJ0La:APA91bSv51x3IYdUyZG1YWjyw_lJ6fNvjiHVcBzeLO9DAWuHfPDwnjhWa_L6WpCeTr6QNidffauG69ZGNkVHelejtMN6cq-tDUivQ24WNi9piO6jWJFZTRQwyYfnB-8fAAxjvA1NK6qA,FCM,"경제,사회",15:00-22:30
72,황건아,lAcDfHiucjr:APA91baWMuKeG4Eto_jMRSmPMJCGy6kIdcq_uJqZpbl3Sz0XqWIBY3YZXt7q0r2cgMKdIgaVzbWNYSQutmy3PaDfrpZ2XGjkKoFI47zka9mFZI3Y_PEoBF_SKyFbqR0QNVm3fzU_Midi,FCM,"정치,경제,산업",18:30-04:00
73,조예환,809tMp5BPM3:APA91bjQ58vPbb71HSdjKYwgLEVOdk-q5wmwMqB53tFNsrMFgJgTGvg_Fg_-emI5j7NZoBCreAlpLVvijBMl_GO02LqMs002FCuraUV3dQcHRVQcO3mmSP6xny5PHEdE_hdZziPvtj-8,FCM,"정치,북한,경제,산업,사회",08:00-01:30
74,노진희,q3ueRa6kyJd:APA91bUk--H_swpVwo8Y1keqhf13S_Sa7WBN_AZX5P4EAE6kmtgTfEjVFYqUK-xuTzau_hrabTSEotlUU4xQoEj38xpIzPtbZNHiKgn-BYptiFs1KnzM1Uj-82s6bmZ_wMiKK-SzQ-hF,FCM,"경제,산업,사회",-
75,전수별,eIosxxkH4lq:APA91baqhQ_Bzt-X1MnbKmBCYACd7DYwFsma1xfwv7ovvrrz7XGR6bT4oNp1LIpSItKsGP0WykQIiKG2fTHLmITkgeebwhd22cO9DUOp4deoZp4Fa0r7vHLvPCI9eYJGK5fTQ-pbtSTp,FCM,"정치,북한,사회",-
76,류우진,CBPYPg8XEal:APA91bo-oXFQMWv0CYiOAoZttvRFWVkfnFm_h6r2_QNIeTzHNC3PHZwJcgXtbLiBU7O9vvqnuNBOrCaCgxsfTutKZzaQX1Z3rGH6pcApPXkWSlF3nbhOJLxAHRRQr8X9ckSFFIWcIu0-,FCM,"정치,경제,산업",-
77,남태아,441ed3592fda849babf35ede1a2dfc15ffee90053f46a7e4ed172d9b132cbbbc,APNs,"경제,사회",17:30-03:30
78,주현경,JmqX8MQIGMR:APA91bOdwjAcvoq7h6plIFmjJmdWp8V01gBHAxHYCFGo8QsSe7HGyBTMcFWgm9gf_ok4T0Z_H-QOpYh0M6ct7OdO46ADOpjiRNRGxd0FDzGl6Ev3d1s_pPC2IQjQGOvWGt4ZMdeX9mMG,FCM,"경제,산업",-
79,문하원,eqI2BdzgtSk:APA91bJFWC8t7H5BakKdkn6oekaBNQe3Rln_3ELoc20kOm755pFYvTT6hBJwZTRMorcYzPaKYgqpGYOu9a2CeITElGrC-qbNhasSxIAC9DBl1XRpDrm8n4njnTs5GMlCHiVCUzpOaz8A,FCM,"정치,북한,경제,산업,사회",-
80,윤유아,aaa9e9d71ea5b9ffc0cd6c190d4e2a31f0dfe2d365421eb9652c7e0739dfd163,APNs,산업,-
81,심건아,d1c9677128b4fd8f38a9f16343c095240b909ff3bb82109badd162f820148fc6,APNs,"경제,산업,사회",05:00-16:00
82,양수범,s9ewzz18fYz:APA91bKrxoLoNqn59Ql8_NAyx2-zoVuN29NVf_dUZbAvmYW9cPA5_HB1tD9mYLg-JbH_DViHHu98R6uWUxtT2dwABahV2Ixx3udQIJ7YiFO-kCFIY7f9Eo65F2BHCi2giXta3MEK0jIf,FCM,"정치,북한,경제,사회",13:00-14:00
83,백영준,4bd2fecc46d7091175fa0a21e89d6b0315ca9e9b5b4f5ef13d203d96024659cb,APNs,"북한,산업",14:30-07:30
84,고영람,GxkFogGF8Pe:APA91b5xmBGZS9-xD-bFPMVnkZhsLnkwkjDyh9L-toyWqUI2baZkVnwOqrWrKz_ia5tiflZdx9V_LyAnHZ-1SoHh69r3Iyv1FUQH2Qay1cHfalkyq6bWSGJZVHzBEvTLVfIRT3NbPl9r,FCM,"정치,북한,경제,산업,사회",00:00-14:30
85,장다슬,efb76398011561b19b12b26738caae922a00cdcef4fbf625aac9f6c928c2219a,APNs,"정치,북한",12:00-20:30
86,주재현,f39bf503586461119bb48e463fc17c917479a7ebbcd1e5a046e3fe0faf985acb,APNs,정치,-
87,주광경,OtrEXwspteE:APA91bcW-8frcvZk2BbRs6RptjVSTY8vSHHkiJ-wvU4j7W3xcOJVUsTiZkNxTPXZAraNgD41tPjrPy3FxQYM_swnTUGqotZbvnqLsGtV5cZZUIaE9WphEcxTMkOsNGghftmu7bV_VK9D,FCM,"북한,경제,산업,사회",-
88,성우찬,K7ASkJoO7yB:APA91byS4CgL2MI35LWfw5xyRa6VEdleFtd60MxOQyYrQeD4E61TbBFOYtihDqX7Lqn3jB9OTYEdb-8yTAVH-2n4dSSqkcp9Bd61n2c6-x3j1dTb1nmTU8AOlTYLeVzpIqp2sNAOznjd,FCM,산업,06:30-23:00
89,박나철,ZCNHjccdIHe:APA91bbZYc1DX1whebrIQbWa2c-bxodTIwRKTnM4VIJ38dDUUAill7Xj4uDMemxz_3aZxr2kRp5YAXo_x2eIpS4tm7hrO9-tivovWB0REWeKRH2i-7lEf5CoL93Ml_dpji6-RyQNyjlZ,FCM,"산업,사회",06:30-11:00
90,전윤아,1bb32a12adc322cf120bedc1c5d5d7b6c2069fe89bd96ab6a90d622ab0d5d338,APNs,"정치,북한,경제,산업,사회",05:00-05:30
91,신진환,1d56c18dbaa523fec6aba7cbeab426d7c50a79a1f7c800acb98ff92dea67e43d,APNs,"산업,사회",12:30-16:30
92,차주서,as193IuAHq6:APA91bDz7v4CNZ-FMLw76ekVr93WgpK3mhAvW5Exky8nPCQJvRmk-TCi66-bK5Y2u7gV-8mrS-Zze0sbTLANu3ckQHWOX3aLPuyhLM6kd0fXGi7Rl32pNDcpJIiwayUUeuwrLjhmqi9b,FCM,"북한,경제,산업",-
93,류은찬,UdOv9I5bwiA:APA91bkgmjb5EF6nhR1EKlZLB8iqds4OO2cUWli_GO3t5S_gKW9m22JLpVePeAgmSyj8RuGfSvuaxzURUPCDqVvshF96-_0qZguZMaIQetQvZSMWicWmUFPgWizQo8oCrvq1DDbIuBmY,FCM,"북한,경제,산업",-
94,허현원,5FHZC8rHbIQ:APA91bIQp1oL3QrRCvKFEqV57DSjxwTPoPkznjUrtPfnwB1fS26_uHHgTiqlwReHprbSAvN0nhvTHLFi5X-f0V6nRhoA_rqfcU5SBt0PjbKtJSvWAHDj4h-cCZkentbiKkfVn2eM8ZuW,FCM,"정치,북한,경제,산업,사회",19:30-03:30
95,원민윤,sYkI8uKdzf0:APA91b5xU5fsqs-8xUMqxj75-cc67dCCQ1ifS9Whcx7qMf9M9aoVA2lkkxRePo5lhEHFAW3r2rAhLbZ7NM1sXPo-SzuNfap4RfPda6C4DBhVxh47iz3MgFYFcb9TtzwxFfr2Iub7GQbQ,FCM,"북한,산업",21:30-17:30
96,신마희,52b799f1540a0b60edcc710450ece3d4d299f04d7fef515c434dabd5589476c7,APNs,정치,22:30-02:00
97,홍도경,5851b87939e435b055977afd9e0ea0ccff1ebdea10e9ab644443061a20edd5ca,APNs,"정치,북한,경제,산업,사회",-
98,조다현,29cb429337f366e86a3ee52d61a0a885ba5c2701849f2598351e47ff421bcf56,APNs,"정치,북한",-
99,최호기,3i0OYmNr9m1:APA91baM3KHBOweWhvfT9MzCwBuZ2RGeSAfNd5FAH_db-_cMV2g2Ok__0WKLt7zTgCpSYuILXFuh9RK1wLWArqZhDANKLUmshM68Zj9K_GibXnlwvkHMlxmVL_ePCg-yjFPRDxvyhrhO,FCM,"정치,북한,경제,사회",-
